Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDA55,17.2,0.056713056,Fruits and Vegetables,223.8088,OUT027,1985,5592.72,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS20,8.85,0.053950661,Fruits and Vegetables,182.7292,OUT049,1999,4925.5884,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS31,13.1,0.044192372,Fruits and Vegetables,180.3318,OUT046,1997,2345.6134,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA23,9.8,0.046958533,Baking Goods,101.3016,OUT027,1985,2327.6368,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU18,15.1,0.055829496,Household,140.2496,OUT035,2004,2681.8424,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDE11,17.7,0.13498355,Starchy Foods,184.4924,OUT013,1987,3146.5708,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDE44,14.65,0.137269322,Fruits and Vegetables,49.7692,OUT045,2002,837.5764,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV51,16.35,0.032538896,Meat,165.7842,OUT046,1997,2652.5472,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK51,19.85,0.005264755,Dairy,264.5884,OUT017,2007,5829.7448,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR36,6.715,0.121832956,Baking Goods,43.5454,OUT045,2002,838.908,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU40,20.85,0.037403973,Frozen Foods,192.5478,OUT046,1997,2906.217,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU37,9.5,0.10400212,Canned,79.796,OUT027,1985,4074.696,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV47,17.1,0.054162439000000014,Breads,85.3566,OUT013,1987,1775.6886,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF04,17.5,0.023876708,Frozen Foods,258.6304,OUT019,1985,516.6608,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX16,17.85,0.065797601,Frozen Foods,147.805,OUT035,2004,1947.465,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCL05,19.6,0.047857804,Health and Hygiene,45.077,OUT013,1987,605.878,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCL30,18.1,0.048703432000000005,Household,125.9336,OUT027,1985,7158.6816,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCR06,12.5,0.006765149,Household,41.7112,OUT046,1997,383.5008,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX03,15.85,0.06121988,Meat,45.6744,OUT045,2002,633.8416,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR32,6.78,0.067891602,Fruits and Vegetables,227.4694,OUT046,1997,3197.1716,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX04,19.6,0.041563696,Frozen Foods,47.6376,OUT035,2004,335.5632,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRH01,17.5,0.098457814,Soft Drinks,171.7738,OUT017,2007,2432.8332,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDO57,20.75,0.108930629,Snack Foods,160.9578,OUT045,2002,1444.1202,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD11,12.85,0.03046847,Starchy Foods,254.704,OUT027,1985,3036.048,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRM47,9.3,0.073288275,Hard Drinks,189.1846,OUT010,1998,382.1692,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCC54,17.75,0.097692448,Health and Hygiene,242.4196,OUT035,2004,5543.4508,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDC45,17.0,0.135944247,Fruits and Vegetables,171.5106,OUT049,1999,1539.9954,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW46,13.0,0.123089128,Snack Foods,63.6484,OUT019,1985,65.2484,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP40,4.555,0.034328578,Frozen Foods,110.1544,OUT013,1987,1230.3984,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM08,10.1,0.089688978,Fruits and Vegetables,225.5088,OUT010,1998,1342.2528,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV52,20.7,0.121709653,Frozen Foods,119.7466,OUT049,1999,2003.3922,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRB24,8.785,0.020618957,Soft Drinks,153.0656,OUT045,2002,4170.5712,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCC54,17.75,0.163548055,Health and Hygiene,239.3196,OUT010,1998,723.0588,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDV38,19.25,0.17819286399999998,Dairy,54.9956,OUT019,1985,109.1912,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB36,5.465,0.048625599000000005,Baking Goods,129.2626,OUT045,2002,1311.626,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRH51,17.6,0.170213676,Dairy,89.5856,OUT019,1985,175.7712,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDV45,16.75,0.044829295,Snack Foods,187.4556,OUT027,1985,7510.224,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL29,9.695,0.113387677,Health and Hygiene,156.9604,OUT027,1985,1584.604,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDU14,17.75,0.058168807,Dairy,249.575,OUT010,1998,499.35,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH17,16.2,0.016650191,Frozen Foods,97.4726,OUT035,2004,1174.4712,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ15,20.35,0.151044881,Meat,79.2276,OUT035,2004,649.8208,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ44,8.185,0.038948125,Fruits and Vegetables,115.4808,OUT017,2007,820.2656,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM32,20.5,0.020688969,Fruits and Vegetables,88.18299999999998,OUT018,2009,719.064,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCP29,8.42,0.112249781,Health and Hygiene,64.3168,OUT035,2004,703.0848,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDG53,10.0,0.046116319,Frozen Foods,141.81799999999996,OUT017,2007,838.908,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT25,7.5,0.050957715,Canned,122.4072,OUT018,2009,2572.6512,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM39,6.42,0.053211728,Dairy,177.6002,OUT027,1985,8417.7094,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW35,10.6,0.011111713999999998,Breads,43.8454,OUT045,2002,671.1264,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD10,20.6,0.077029195,Snack Foods,177.2344,OUT010,1998,892.172,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH08,7.51,0.017344678999999998,Fruits and Vegetables,230.801,OUT027,1985,5283.123000000001,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRG37,16.2,0.019457372,Soft Drinks,153.9972,OUT018,2009,1246.3776,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDU01,20.25,0.012063121,Canned,183.5924,OUT017,2007,2406.2012,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCZ17,12.15,0.079755214,Health and Hygiene,36.6506,OUT018,2009,493.3578,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU34,18.25,0.074830794,Snack Foods,125.9046,OUT027,1985,4482.1656,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB16,8.21,0.044917289000000006,Dairy,88.5198,OUT035,2004,1133.8574,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG10,6.63,0.018310142,Snack Foods,57.7588,OUT010,1998,57.2588,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH46,6.935,0.041247932,Snack Foods,101.8332,OUT013,1987,2255.7304,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC16,11.5,0.0204702,Dairy,88.25399999999998,OUT027,1985,2510.0660000000007,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH50,15.0,0.161404914,Canned,185.8266,OUT035,2004,1844.266,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCZ18,7.825,0.186067862,Household,255.4698,OUT046,1997,5073.396,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDJ32,10.695,0.057792343,Fruits and Vegetables,61.4536,OUT046,1997,428.7752,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRI23,18.85,0.11452447366666667,Hard Drinks,162.0578,OUT035,2004,3209.156,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRD01,12.1,0.061270647,Soft Drinks,53.2614,OUT049,1999,386.8298,14,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDY02,8.945,0.087823675,Dairy,261.091,OUT045,2002,3418.883,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG38,8.975,0.05281112,Canned,86.6224,OUT049,1999,1704.448,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCG30,20.2,0.112495847,Household,124.4046,OUT049,1999,1120.5414,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO31,6.76,0.029100745,Fruits and Vegetables,80.696,OUT018,2009,559.2719999999998,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCU42,9.0,0.019546214,Household,168.1474,OUT045,2002,4211.185,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCG30,20.2,0.112549008,Household,123.1046,OUT045,2002,1120.5414,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCA30,19.0,0.12090966920000001,Household,189.1872,OUT046,1997,567.2616,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDF29,15.1,0.019917598,Frozen Foods,129.431,OUT013,1987,3505.437,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI14,14.1,0.089817198,Canned,142.7496,OUT049,1999,3528.74,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY57,20.2,0.121442754,Snack Foods,94.9752,OUT049,1999,1342.2528,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT27,11.395,0.069250192,Meat,232.9616,OUT027,1985,3515.4240000000004,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM46,7.365,0.159193194,Snack Foods,92.712,OUT027,1985,3635.268,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCD30,19.7,0.017910211,Household,98.1726,OUT027,1985,978.726,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDJ15,11.35,0.023209537,Dairy,183.3608,OUT027,1985,6064.1064,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCW05,20.25,0.148372897,Health and Hygiene,108.8938,OUT045,2002,3644.5892,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDT13,14.85,0.0176666012,Canned,187.7214,OUT010,1998,188.4214,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCP06,20.7,0.065689432,Household,149.7366,OUT010,1998,151.1366,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDP03,5.15,0.06130114900000001,Meat,122.1388,OUT045,2002,2352.9372,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCM30,19.1,0.117825569,Household,43.2796,OUT019,1985,41.2796,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDK20,12.6,0.04152307,Fruits and Vegetables,124.3072,OUT013,1987,5022.7952,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX01,10.1,0.024201905,Canned,114.915,OUT049,1999,2796.36,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV57,15.25,0.066269294,Snack Foods,179.666,OUT017,2007,6471.576,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY34,10.5,0.01100413,Snack Foods,167.1842,OUT045,2002,2984.1156,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP37,15.6,0.250560049,Breakfast,126.9994,OUT019,1985,385.4982,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP22,14.65,0.099113429,Snack Foods,52.8666,OUT035,2004,461.3994,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS25,6.885,0.140008554,Canned,108.7228,OUT046,1997,2542.0244,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCY18,7.285,0.031278532000000005,Household,176.0054,OUT018,2009,2626.581,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDO08,11.1,0.05373063,Fruits and Vegetables,165.1526,OUT013,1987,1480.0734,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI43,19.85,0.025842951,Household,48.6376,OUT027,1985,1677.816,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDH16,10.5,0.052555346,Frozen Foods,89.68299999999998,OUT046,1997,988.713,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCZ05,8.485,0.10178199,Health and Hygiene,104.699,OUT019,1985,103.199,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRE49,20.75,0.021293097,Soft Drinks,151.9024,OUT045,2002,2732.4432,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDO09,13.5,0.124668026,Snack Foods,261.091,OUT027,1985,5522.811,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA08,11.85,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,2137.8838,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCD55,14.0,0.024468806000000003,Household,41.1454,OUT017,2007,503.3448,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCR50,20.2,0.01181025,Household,154.634,OUT013,1987,4287.752,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCC06,19.0,0.027028323,Household,127.0336,OUT049,1999,3962.8416,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC34,16.0,0.172615327,Snack Foods,154.5972,OUT013,1987,1869.5664,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ49,20.2,0.06871772,Breakfast,155.563,OUT019,1985,469.389,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS60,20.85,0.032421521,Baking Goods,181.666,OUT013,1987,1438.128,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP10,19.0,0.127983545,Snack Foods,107.6622,OUT013,1987,1270.3464,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW46,13.0,0.070288365,Snack Foods,64.3484,OUT035,2004,2218.4456,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG53,10.0,0.07675510599999999,Frozen Foods,141.618,OUT010,1998,139.81799999999998,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP57,17.5,0.052434201,Snack Foods,103.999,OUT035,2004,1857.582,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCP43,17.75,0.053413906,Others,181.766,OUT019,1985,179.766,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW49,19.5,0.08301916299999999,Canned,180.2002,OUT017,2007,5193.9058,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA28,16.1,0.080010553,Frozen Foods,124.2362,OUT010,1998,377.5086,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCS42,8.6,0.069403341,Household,91.2146,OUT035,2004,2554.0088,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDP21,7.42,0.025616191,Snack Foods,188.1872,OUT027,1985,6239.8776,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRJ39,20.25,0.036326064,Dairy,220.1482,OUT046,1997,3066.6748,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH12,9.6,0.085434195,Baking Goods,105.028,OUT017,2007,2556.672,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ13,11.1,0.010658153,Canned,83.0908,OUT049,1999,1593.9252,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCQ06,13.0,0.041994899,Household,254.7014,OUT018,2009,5100.028,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDL40,17.7,0.011556919,Frozen Foods,94.741,OUT027,1985,1641.197,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCE54,20.7,0.026068285874999996,Household,74.3354,OUT018,2009,1880.885,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDL58,5.78,0.124110349,Snack Foods,262.3568,OUT010,1998,790.9704,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW38,5.325,0.139244918,Dairy,53.0298,OUT018,2009,377.5086,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD17,7.5,0.032599801,Frozen Foods,238.1906,OUT013,1987,3327.6684,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK25,11.6,0.157075658,Breakfast,166.6474,OUT049,1999,4211.185,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR22,19.35,0.018472714,Snack Foods,109.9544,OUT027,1985,5257.1568,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU35,6.44,0.05285551125,Breads,99.87,OUT045,2002,1498.05,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR35,12.5,0.020739698,Breads,198.9742,OUT045,2002,995.371,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCZ18,7.825,0.186825823,Household,253.5698,OUT018,2009,3805.047,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDF22,6.865,0.09512291,Snack Foods,212.3218,OUT010,1998,427.4436,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD17,7.5,0.03269312,Frozen Foods,238.7906,OUT045,2002,4040.7402,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRD37,9.8,0.013841737,Soft Drinks,45.206,OUT046,1997,1211.756,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDC08,19.0,0.103449993,Fruits and Vegetables,225.472,OUT046,1997,3169.208,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU57,8.27,0.089554186,Snack Foods,150.8708,OUT046,1997,2407.5328,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ58,17.85,0.052257982,Snack Foods,121.8072,OUT049,1999,2450.144,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY01,11.8,0.170251293,Canned,116.4834,OUT035,2004,1958.1178,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG09,20.6,0.048131556,Fruits and Vegetables,187.1556,OUT018,2009,4693.89,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCE54,20.7,0.026899856,Household,73.9354,OUT046,1997,677.1186,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB34,15.25,0.026663778,Snack Foods,87.0198,OUT045,2002,2442.1544,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT24,12.35,0.155202514,Baking Goods,76.2328,OUT046,1997,1544.656,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ08,12.5,0.109900843,Fruits and Vegetables,83.0592,OUT013,1987,743.0328,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI54,15.2,0.033651278,Household,108.9912,OUT049,1999,1965.4416,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDU34,18.25,0.075311837,Snack Foods,122.6046,OUT049,1999,2988.1104,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDP23,6.71,0.028477102600000005,Breads,218.9166,OUT013,1987,2394.8826,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCV29,11.8,0.039996021,Health and Hygiene,176.7686,OUT019,1985,888.8430000000002,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDG10,6.63,0.010886324,Snack Foods,57.2588,OUT027,1985,801.6232,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ56,16.25,0.04506213,Fruits and Vegetables,167.5474,OUT019,1985,1010.6844,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
